store,id,data
"pessoas","91000112314","{""id"":""91000112314"",""cpf"":""91000112314"",""nome"":""Tatiane Bauer Lima Teste"",""nomeNormalizado"":""tatiane bauer lima teste"",""nascimento"":""1988-08-17"",""genero"":""Feminino"",""telefone"":""(47) 98223-2123"",""endereco"":""Rua das Palmeiras"",""rua"":""Rua das Palmeiras"",""numero"":""1203"",""bairro"":""Quintino"",""cep"":""89121-000"",""cidade"":""Rio dos Cedros"",""estado"":""SC"",""simulation"":""simulacao_girassol_2026_csv"",""createdAt"":""2026-07-05T02:36:48.031Z"",""updatedAt"":""2026-07-05T02:36:48.031Z""}"
"pessoas","91000112403","{""id"":""91000112403"",""cpf"":""91000112403"",""nome"":""Vinicius Cardoso Muller Teste"",""nomeNormalizado"":""vinicius cardoso muller teste"",""nascimento"":""1989-09-18"",""genero"":""Masculino"",""telefone"":""(47) 98224-2124"",""endereco"":""Avenida Central"",""rua"":""Avenida Central"",""numero"":""1204"",""bairro"":""Das Capitais"",""cep"":""89120-000"",""cidade"":""Timbo"",""estado"":""SC"",""simulation"":""simulacao_girassol_2026_csv"",""createdAt"":""2026-07-05T02:36:48.031Z"",""updatedAt"":""2026-07-05T02:36:48.031Z""}"
"pessoas","91000112586","{""id"":""91000112586"",""cpf"":""91000112586"",""nome"":""Aline Costa Oliveira Teste"",""nomeNormalizado"":""aline costa oliveira teste"",""nascimento"":""1990-10-19"",""genero"":""Feminino"",""telefone"":""(47) 98225-2125"",""endereco"":""Rua Pomerode"",""rua"":""Rua Pomerode"",""numero"":""1205"",""bairro"":""Padre Martinho"",""cep"":""89130-000"",""cidade"":""Indaial"",""estado"":""SC"",""simulation"":""simulacao_girassol_2026_csv"",""createdAt"":""2026-07-05T02:36:48.031Z"",""updatedAt"":""2026-07-05T02:36:48.031Z""}"
"pessoas","91000112667","{""id"":""91000112667"",""cpf"":""91000112667"",""nome"":""Bruno Fischer Pereira Teste"",""nomeNormalizado"":""bruno fischer pereira teste"",""nascimento"":""1991-11-20"",""genero"":""Masculino"",""telefone"":""(47) 98226-2126"",""endereco"":""Rua da Igreja"",""rua"":""Rua da Igreja"",""numero"":""1206"",""bairro"":""Encano"",""cep"":""89010-000"",""cidade"":""Blumenau"",""estado"":""SC"",""simulation"":""simulacao_girassol_2026_csv"",""createdAt"":""2026-07-05T02:36:48.031Z"",""updatedAt"":""2026-07-05T02:36:48.031Z""}"
"pessoas","91000112748","{""id"":""91000112748"",""cpf"":""91000112748"",""nome"":""Daniela Freitas Ribeiro Teste"",""nomeNormalizado"":""daniela freitas ribeiro teste"",""nascimento"":""1992-12-21"",""genero"":""Feminino"",""telefone"":""(47) 98227-2127"",""endereco"":""Rua Sete de Setembro"",""rua"":""Rua Sete de Setembro"",""numero"":""1207"",""bairro"":""Divineia"",""cep"":""89121-000"",""cidade"":""Rio dos Cedros"",""estado"":""SC"",""simulation"":""simulacao_girassol_2026_csv"",""createdAt"":""2026-07-05T02:36:48.031Z"",""updatedAt"":""2026-07-05T02:36:48.031Z""}"
"pessoas","91000112829","{""id"":""91000112829"",""cpf"":""91000112829"",""nome"":""Daniel Goncalves Schmidt Teste"",""nomeNormalizado"":""daniel goncalves schmidt teste"",""nascimento"":""1965-01-22"",""genero"":""Masculino"",""telefone"":""(47) 98228-2128"",""endereco"":""Rua das Flores"",""rua"":""Rua das Flores"",""numero"":""1208"",""bairro"":""Centro"",""cep"":""89120-000"",""cidade"":""Timbo"",""estado"":""SC"",""simulation"":""simulacao_girassol_2026_csv"",""createdAt"":""2026-07-05T02:36:48.031Z"",""updatedAt"":""2026-07-05T02:36:48.031Z""}"
"pessoas","91000112900","{""id"":""91000112900"",""cpf"":""91000112900"",""nome"":""Fernanda Krause Silva Teste"",""nomeNormalizado"":""fernanda krause silva teste"",""nascimento"":""1966-02-23"",""genero"":""Feminino"",""telefone"":""(47) 98229-2129"",""endereco"":""Rua Santa Catarina"",""rua"":""Rua Santa Catarina"",""numero"":""1209"",""bairro"":""Estados"",""cep"":""89130-000"",""cidade"":""Indaial"",""estado"":""SC"",""simulation"":""simulacao_girassol_2026_csv"",""createdAt"":""2026-07-05T02:36:48.031Z"",""updatedAt"":""2026-07-05T02:36:48.031Z""}"
"pessoas","91000113043","{""id"":""91000113043"",""cpf"":""91000113043"",""nome"":""Fabio Lima Souza Teste"",""nomeNormalizado"":""fabio lima souza teste"",""nascimento"":""1967-03-24"",""genero"":""Masculino"",""telefone"":""(47) 98230-2130"",""endereco"":""Rua Sao Jose"",""rua"":""Rua Sao Jose"",""numero"":""1210"",""bairro"":""Nacoes"",""cep"":""89010-000"",""cidade"":""Blumenau"",""estado"":""SC"",""simulation"":""simulacao_girassol_2026_csv"",""createdAt"":""2026-07-05T02:36:48.031Z"",""updatedAt"":""2026-07-05T02:36:48.031Z""}"
"pessoas","91000113124","{""id"":""91000113124"",""cpf"":""91000113124"",""nome"":""Juliana Muller Weber Teste"",""nomeNormalizado"":""juliana muller weber teste"",""nascimento"":""1968-04-25"",""genero"":""Feminino"",""telefone"":""(47) 98231-2131"",""endereco"":""Rua das Palmeiras"",""rua"":""Rua das Palmeiras"",""numero"":""1211"",""bairro"":""Quintino"",""cep"":""89121-000"",""cidade"":""Rio dos Cedros"",""estado"":""SC"",""simulation"":""simulacao_girassol_2026_csv"",""createdAt"":""2026-07-05T02:36:48.031Z"",""updatedAt"":""2026-07-05T02:36:48.031Z""}"
"pessoas","91000113205","{""id"":""91000113205"",""cpf"":""91000113205"",""nome"":""Henrique Oliveira Almeida Teste"",""nomeNormalizado"":""henrique oliveira almeida teste"",""nascimento"":""1969-05-26"",""genero"":""Masculino"",""telefone"":""(47) 98232-2132"",""endereco"":""Avenida Central"",""rua"":""Avenida Central"",""numero"":""1212"",""bairro"":""Das Capitais"",""cep"":""89120-000"",""cidade"":""Timbo"",""estado"":""SC"",""simulation"":""simulacao_girassol_2026_csv"",""createdAt"":""2026-07-05T02:36:48.031Z"",""updatedAt"":""2026-07-05T02:36:48.031Z""}"
"pessoas","91000113396","{""id"":""91000113396"",""cpf"":""91000113396"",""nome"":""Luciana Pereira Bauer Teste"",""nomeNormalizado"":""luciana pereira bauer teste"",""nascimento"":""1970-06-27"",""genero"":""Feminino"",""telefone"":""(47) 98233-2133"",""endereco"":""Rua Pomerode"",""rua"":""Rua Pomerode"",""numero"":""1213"",""bairro"":""Padre Martinho"",""cep"":""89130-000"",""cidade"":""Indaial"",""estado"":""SC"",""simulation"":""simulacao_girassol_2026_csv"",""createdAt"":""2026-07-05T02:36:48.031Z"",""updatedAt"":""2026-07-05T02:36:48.031Z""}"
"pessoas","91000113477","{""id"":""91000113477"",""cpf"":""91000113477"",""nome"":""Marcelo Ribeiro Cardoso Teste"",""nomeNormalizado"":""marcelo ribeiro cardoso teste"",""nascimento"":""1971-07-01"",""genero"":""Masculino"",""telefone"":""(47) 98234-2134"",""endereco"":""Rua da Igreja"",""rua"":""Rua da Igreja"",""numero"":""1214"",""bairro"":""Encano"",""cep"":""89010-000"",""cidade"":""Blumenau"",""estado"":""SC"",""simulation"":""simulacao_girassol_2026_csv"",""createdAt"":""2026-07-05T02:36:48.031Z"",""updatedAt"":""2026-07-05T02:36:48.031Z""}"
"pessoas","91000113558","{""id"":""91000113558"",""cpf"":""91000113558"",""nome"":""Patricia Schmidt Costa Teste"",""nomeNormalizado"":""patricia schmidt costa teste"",""nascimento"":""1972-08-02"",""genero"":""Feminino"",""telefone"":""(47) 98235-2135"",""endereco"":""Rua Sete de Setembro"",""rua"":""Rua Sete de Setembro"",""numero"":""1215"",""bairro"":""Divineia"",""cep"":""89121-000"",""cidade"":""Rio dos Cedros"",""estado"":""SC"",""simulation"":""simulacao_girassol_2026_csv"",""createdAt"":""2026-07-05T02:36:48.031Z"",""updatedAt"":""2026-07-05T02:36:48.031Z""}"
"pessoas","91000113639","{""id"":""91000113639"",""cpf"":""91000113639"",""nome"":""Rafael Silva Fischer Teste"",""nomeNormalizado"":""rafael silva fischer teste"",""nascimento"":""1973-09-03"",""genero"":""Masculino"",""telefone"":""(47) 98236-2136"",""endereco"":""Rua das Flores"",""rua"":""Rua das Flores"",""numero"":""1216"",""bairro"":""Centro"",""cep"":""89120-000"",""cidade"":""Timbo"",""estado"":""SC"",""simulation"":""simulacao_girassol_2026_csv"",""createdAt"":""2026-07-05T02:36:48.031Z"",""updatedAt"":""2026-07-05T02:36:48.031Z""}"
"pessoas","91000113710","{""id"":""91000113710"",""cpf"":""91000113710"",""nome"":""Simone Souza Freitas Teste"",""nomeNormalizado"":""simone souza freitas teste"",""nascimento"":""1974-10-04"",""genero"":""Feminino"",""telefone"":""(47) 98237-2137"",""endereco"":""Rua Santa Catarina"",""rua"":""Rua Santa Catarina"",""numero"":""1217"",""bairro"":""Estados"",""cep"":""89130-000"",""cidade"":""Indaial"",""estado"":""SC"",""simulation"":""simulacao_girassol_2026_csv"",""createdAt"":""2026-07-05T02:36:48.031Z"",""updatedAt"":""2026-07-05T02:36:48.031Z""}"
"pessoas","91000113809","{""id"":""91000113809"",""cpf"":""91000113809"",""nome"":""Tiago Weber Goncalves Teste"",""nomeNormalizado"":""tiago weber goncalves teste"",""nascimento"":""1975-11-05"",""genero"":""Masculino"",""telefone"":""(47) 98238-2138"",""endereco"":""Rua Sao Jose"",""rua"":""Rua Sao Jose"",""numero"":""1218"",""bairro"":""Nacoes"",""cep"":""89010-000"",""cidade"":""Blumenau"",""estado"":""SC"",""simulation"":""simulacao_girassol_2026_csv"",""createdAt"":""2026-07-05T02:36:48.031Z"",""updatedAt"":""2026-07-05T02:36:48.031Z""}"
"pessoas","91000113981","{""id"":""91000113981"",""cpf"":""91000113981"",""nome"":""Vanessa Almeida Krause Teste"",""nomeNormalizado"":""vanessa almeida krause teste"",""nascimento"":""1976-12-06"",""genero"":""Feminino"",""telefone"":""(47) 98239-2139"",""endereco"":""Rua das Palmeiras"",""rua"":""Rua das Palmeiras"",""numero"":""1219"",""bairro"":""Quintino"",""cep"":""89121-000"",""cidade"":""Rio dos Cedros"",""estado"":""SC"",""simulation"":""simulacao_girassol_2026_csv"",""createdAt"":""2026-07-05T02:36:48.031Z"",""updatedAt"":""2026-07-05T02:36:48.031Z""}"
"pessoas","91000114015","{""id"":""91000114015"",""cpf"":""91000114015"",""nome"":""Adriano Bauer Lima Teste"",""nomeNormalizado"":""adriano bauer lima teste"",""nascimento"":""1977-01-07"",""genero"":""Masculino"",""telefone"":""(47) 98240-2140"",""endereco"":""Avenida Central"",""rua"":""Avenida Central"",""numero"":""1220"",""bairro"":""Das Capitais"",""cep"":""89120-000"",""cidade"":""Timbo"",""estado"":""SC"",""simulation"":""simulacao_girassol_2026_csv"",""createdAt"":""2026-07-05T02:36:48.031Z"",""updatedAt"":""2026-07-05T02:36:48.031Z""}"
"pessoas","91000114104","{""id"":""91000114104"",""cpf"":""91000114104"",""nome"":""Camila Cardoso Muller Teste"",""nomeNormalizado"":""camila cardoso muller teste"",""nascimento"":""1978-02-08"",""genero"":""Feminino"",""telefone"":""(47) 98241-2141"",""endereco"":""Rua Pomerode"",""rua"":""Rua Pomerode"",""numero"":""1221"",""bairro"":""Padre Martinho"",""cep"":""89130-000"",""cidade"":""Indaial"",""estado"":""SC"",""simulation"":""simulacao_girassol_2026_csv"",""createdAt"":""2026-07-05T02:36:48.031Z"",""updatedAt"":""2026-07-05T02:36:48.031Z""}"
"pessoas","91000114287","{""id"":""91000114287"",""cpf"":""91000114287"",""nome"":""Carlos Costa Oliveira Teste"",""nomeNormalizado"":""carlos costa oliveira teste"",""nascimento"":""1979-03-09"",""genero"":""Masculino"",""telefone"":""(47) 98242-2142"",""endereco"":""Rua da Igreja"",""rua"":""Rua da Igreja"",""numero"":""1222"",""bairro"":""Encano"",""cep"":""89010-000"",""cidade"":""Blumenau"",""estado"":""SC"",""simulation"":""simulacao_girassol_2026_csv"",""createdAt"":""2026-07-05T02:36:48.031Z"",""updatedAt"":""2026-07-05T02:36:48.031Z""}"
"pessoas","91000114368","{""id"":""91000114368"",""cpf"":""91000114368"",""nome"":""Eliane Fischer Pereira Teste"",""nomeNormalizado"":""eliane fischer pereira teste"",""nascimento"":""1980-04-10"",""genero"":""Feminino"",""telefone"":""(47) 98243-2143"",""endereco"":""Rua Sete de Setembro"",""rua"":""Rua Sete de Setembro"",""numero"":""1223"",""bairro"":""Divineia"",""cep"":""89121-000"",""cidade"":""Rio dos Cedros"",""estado"":""SC"",""simulation"":""simulacao_girassol_2026_csv"",""createdAt"":""2026-07-05T02:36:48.031Z"",""updatedAt"":""2026-07-05T02:36:48.031Z""}"
"pessoas","91000114449","{""id"":""91000114449"",""cpf"":""91000114449"",""nome"":""Eduardo Freitas Ribeiro Teste"",""nomeNormalizado"":""eduardo freitas ribeiro teste"",""nascimento"":""1981-05-11"",""genero"":""Masculino"",""telefone"":""(47) 98244-2144"",""endereco"":""Rua das Flores"",""rua"":""Rua das Flores"",""numero"":""1224"",""bairro"":""Centro"",""cep"":""89120-000"",""cidade"":""Timbo"",""estado"":""SC"",""simulation"":""simulacao_girassol_2026_csv"",""createdAt"":""2026-07-05T02:36:48.031Z"",""updatedAt"":""2026-07-05T02:36:48.031Z""}"
"pessoas","91000114520","{""id"":""91000114520"",""cpf"":""91000114520"",""nome"":""Gabriela Goncalves Schmidt Teste"",""nomeNormalizado"":""gabriela goncalves schmidt teste"",""nascimento"":""1982-06-12"",""genero"":""Feminino"",""telefone"":""(47) 98245-2145"",""endereco"":""Rua Santa Catarina"",""rua"":""Rua Santa Catarina"",""numero"":""1225"",""bairro"":""Estados"",""cep"":""89130-000"",""cidade"":""Indaial"",""estado"":""SC"",""simulation"":""simulacao_girassol_2026_csv"",""createdAt"":""2026-07-05T02:36:48.031Z"",""updatedAt"":""2026-07-05T02:36:48.031Z""}"
"pessoas","91000114600","{""id"":""91000114600"",""cpf"":""91000114600"",""nome"":""Gustavo Krause Silva Teste"",""nomeNormalizado"":""gustavo krause silva teste"",""nascimento"":""1983-07-13"",""genero"":""Masculino"",""telefone"":""(47) 98246-2146"",""endereco"":""Rua Sao Jose"",""rua"":""Rua Sao Jose"",""numero"":""1226"",""bairro"":""Nacoes"",""cep"":""89010-000"",""cidade"":""Blumenau"",""estado"":""SC"",""simulation"":""simulacao_girassol_2026_csv"",""createdAt"":""2026-07-05T02:36:48.031Z"",""updatedAt"":""2026-07-05T02:36:48.031Z""}"
"pessoas","91000114791","{""id"":""91000114791"",""cpf"":""91000114791"",""nome"":""Karina Lima Souza Teste"",""nomeNormalizado"":""karina lima souza teste"",""nascimento"":""1984-08-14"",""genero"":""Feminino"",""telefone"":""(47) 98247-2147"",""endereco"":""Rua das Palmeiras"",""rua"":""Rua das Palmeiras"",""numero"":""1227"",""bairro"":""Quintino"",""cep"":""89121-000"",""cidade"":""Rio dos Cedros"",""estado"":""SC"",""simulation"":""simulacao_girassol_2026_csv"",""createdAt"":""2026-07-05T02:36:48.031Z"",""updatedAt"":""2026-07-05T02:36:48.031Z""}"
"pessoas","91000114872","{""id"":""91000114872"",""cpf"":""91000114872"",""nome"":""Leandro Muller Weber Teste"",""nomeNormalizado"":""leandro muller weber teste"",""nascimento"":""1985-09-15"",""genero"":""Masculino"",""telefone"":""(47) 98248-2148"",""endereco"":""Avenida Central"",""rua"":""Avenida Central"",""numero"":""1228"",""bairro"":""Das Capitais"",""cep"":""89120-000"",""cidade"":""Timbo"",""estado"":""SC"",""simulation"":""simulacao_girassol_2026_csv"",""createdAt"":""2026-07-05T02:36:48.031Z"",""updatedAt"":""2026-07-05T02:36:48.031Z""}"
"pessoas","91000114953","{""id"":""91000114953"",""cpf"":""91000114953"",""nome"":""Mariana Oliveira Almeida Teste"",""nomeNormalizado"":""mariana oliveira almeida teste"",""nascimento"":""1986-10-16"",""genero"":""Feminino"",""telefone"":""(47) 98249-2149"",""endereco"":""Rua Pomerode"",""rua"":""Rua Pomerode"",""numero"":""1229"",""bairro"":""Padre Martinho"",""cep"":""89130-000"",""cidade"":""Indaial"",""estado"":""SC"",""simulation"":""simulacao_girassol_2026_csv"",""createdAt"":""2026-07-05T02:36:48.031Z"",""updatedAt"":""2026-07-05T02:36:48.031Z""}"
"pessoas","91000115097","{""id"":""91000115097"",""cpf"":""91000115097"",""nome"":""Paulo Pereira Bauer Teste"",""nomeNormalizado"":""paulo pereira bauer teste"",""nascimento"":""1987-11-17"",""genero"":""Masculino"",""telefone"":""(47) 98250-2150"",""endereco"":""Rua da Igreja"",""rua"":""Rua da Igreja"",""numero"":""1230"",""bairro"":""Encano"",""cep"":""89010-000"",""cidade"":""Blumenau"",""estado"":""SC"",""simulation"":""simulacao_girassol_2026_csv"",""createdAt"":""2026-07-05T02:36:48.031Z"",""updatedAt"":""2026-07-05T02:36:48.031Z""}"
"pessoas","91000115178","{""id"":""91000115178"",""cpf"":""91000115178"",""nome"":""Renata Ribeiro Cardoso Teste"",""nomeNormalizado"":""renata ribeiro cardoso teste"",""nascimento"":""1988-12-18"",""genero"":""Feminino"",""telefone"":""(47) 98251-2151"",""endereco"":""Rua Sete de Setembro"",""rua"":""Rua Sete de Setembro"",""numero"":""1231"",""bairro"":""Divineia"",""cep"":""89121-000"",""cidade"":""Rio dos Cedros"",""estado"":""SC"",""simulation"":""simulacao_girassol_2026_csv"",""createdAt"":""2026-07-05T02:36:48.031Z"",""updatedAt"":""2026-07-05T02:36:48.031Z""}"
"pessoas","91000115259","{""id"":""91000115259"",""cpf"":""91000115259"",""nome"":""Rodrigo Schmidt Costa Teste"",""nomeNormalizado"":""rodrigo schmidt costa teste"",""nascimento"":""1989-01-19"",""genero"":""Masculino"",""telefone"":""(47) 98252-2152"",""endereco"":""Rua das Flores"",""rua"":""Rua das Flores"",""numero"":""1232"",""bairro"":""Centro"",""cep"":""89120-000"",""cidade"":""Timbo"",""estado"":""SC"",""simulation"":""simulacao_girassol_2026_csv"",""createdAt"":""2026-07-05T02:36:48.031Z"",""updatedAt"":""2026-07-05T02:36:48.031Z""}"
"pessoas","91000115330","{""id"":""91000115330"",""cpf"":""91000115330"",""nome"":""Tatiane Silva Fischer Teste"",""nomeNormalizado"":""tatiane silva fischer teste"",""nascimento"":""1990-02-20"",""genero"":""Feminino"",""telefone"":""(47) 98253-2153"",""endereco"":""Rua Santa Catarina"",""rua"":""Rua Santa Catarina"",""numero"":""1233"",""bairro"":""Estados"",""cep"":""89130-000"",""cidade"":""Indaial"",""estado"":""SC"",""simulation"":""simulacao_girassol_2026_csv"",""createdAt"":""2026-07-05T02:36:48.031Z"",""updatedAt"":""2026-07-05T02:36:48.031Z""}"
"pessoas","91000115410","{""id"":""91000115410"",""cpf"":""91000115410"",""nome"":""Vinicius Souza Freitas Teste"",""nomeNormalizado"":""vinicius souza freitas teste"",""nascimento"":""1991-03-21"",""genero"":""Masculino"",""telefone"":""(47) 98254-2154"",""endereco"":""Rua Sao Jose"",""rua"":""Rua Sao Jose"",""numero"":""1234"",""bairro"":""Nacoes"",""cep"":""89010-000"",""cidade"":""Blumenau"",""estado"":""SC"",""simulation"":""simulacao_girassol_2026_csv"",""createdAt"":""2026-07-05T02:36:48.031Z"",""updatedAt"":""2026-07-05T02:36:48.031Z""}"
"pessoas","91000115500","{""id"":""91000115500"",""cpf"":""91000115500"",""nome"":""Aline Weber Goncalves Teste"",""nomeNormalizado"":""aline weber goncalves teste"",""nascimento"":""1992-04-22"",""genero"":""Feminino"",""telefone"":""(47) 98255-2155"",""endereco"":""Rua das Palmeiras"",""rua"":""Rua das Palmeiras"",""numero"":""1235"",""bairro"":""Quintino"",""cep"":""89121-000"",""cidade"":""Rio dos Cedros"",""estado"":""SC"",""simulation"":""simulacao_girassol_2026_csv"",""createdAt"":""2026-07-05T02:36:48.031Z"",""updatedAt"":""2026-07-05T02:36:48.031Z""}"
"pessoas","91000115682","{""id"":""91000115682"",""cpf"":""91000115682"",""nome"":""Bruno Almeida Krause Teste"",""nomeNormalizado"":""bruno almeida krause teste"",""nascimento"":""1965-05-23"",""genero"":""Masculino"",""telefone"":""(47) 98256-2156"",""endereco"":""Avenida Central"",""rua"":""Avenida Central"",""numero"":""1236"",""bairro"":""Das Capitais"",""cep"":""89120-000"",""cidade"":""Timbo"",""estado"":""SC"",""simulation"":""simulacao_girassol_2026_csv"",""createdAt"":""2026-07-05T02:36:48.031Z"",""updatedAt"":""2026-07-05T02:36:48.031Z""}"
"pessoas","91000115763","{""id"":""91000115763"",""cpf"":""91000115763"",""nome"":""Daniela Bauer Lima Teste"",""nomeNormalizado"":""daniela bauer lima teste"",""nascimento"":""1966-06-24"",""genero"":""Feminino"",""telefone"":""(47) 98257-2157"",""endereco"":""Rua Pomerode"",""rua"":""Rua Pomerode"",""numero"":""1237"",""bairro"":""Padre Martinho"",""cep"":""89130-000"",""cidade"":""Indaial"",""estado"":""SC"",""simulation"":""simulacao_girassol_2026_csv"",""createdAt"":""2026-07-05T02:36:48.031Z"",""updatedAt"":""2026-07-05T02:36:48.031Z""}"
"pessoas","91000115844","{""id"":""91000115844"",""cpf"":""91000115844"",""nome"":""Daniel Cardoso Muller Teste"",""nomeNormalizado"":""daniel cardoso muller teste"",""nascimento"":""1967-07-25"",""genero"":""Masculino"",""telefone"":""(47) 98258-2158"",""endereco"":""Rua da Igreja"",""rua"":""Rua da Igreja"",""numero"":""1238"",""bairro"":""Encano"",""cep"":""89010-000"",""cidade"":""Blumenau"",""estado"":""SC"",""simulation"":""simulacao_girassol_2026_csv"",""createdAt"":""2026-07-05T02:36:48.031Z"",""updatedAt"":""2026-07-05T02:36:48.031Z""}"
"pessoas","91000115925","{""id"":""91000115925"",""cpf"":""91000115925"",""nome"":""Fernanda Costa Oliveira Teste"",""nomeNormalizado"":""fernanda costa oliveira teste"",""nascimento"":""1968-08-26"",""genero"":""Feminino"",""telefone"":""(47) 98259-2159"",""endereco"":""Rua Sete de Setembro"",""rua"":""Rua Sete de Setembro"",""numero"":""1239"",""bairro"":""Divineia"",""cep"":""89121-000"",""cidade"":""Rio dos Cedros"",""estado"":""SC"",""simulation"":""simulacao_girassol_2026_csv"",""createdAt"":""2026-07-05T02:36:48.031Z"",""updatedAt"":""2026-07-05T02:36:48.031Z""}"
"pessoas","91000116069","{""id"":""91000116069"",""cpf"":""91000116069"",""nome"":""Fabio Fischer Pereira Teste"",""nomeNormalizado"":""fabio fischer pereira teste"",""nascimento"":""1969-09-27"",""genero"":""Masculino"",""telefone"":""(47) 98260-2160"",""endereco"":""Rua das Flores"",""rua"":""Rua das Flores"",""numero"":""1240"",""bairro"":""Centro"",""cep"":""89120-000"",""cidade"":""Timbo"",""estado"":""SC"",""simulation"":""simulacao_girassol_2026_csv"",""createdAt"":""2026-07-05T02:36:48.031Z"",""updatedAt"":""2026-07-05T02:36:48.031Z""}"
"pessoas","91000116140","{""id"":""91000116140"",""cpf"":""91000116140"",""nome"":""Juliana Freitas Ribeiro Teste"",""nomeNormalizado"":""juliana freitas ribeiro teste"",""nascimento"":""1970-10-01"",""genero"":""Feminino"",""telefone"":""(47) 98261-2161"",""endereco"":""Rua Santa Catarina"",""rua"":""Rua Santa Catarina"",""numero"":""1241"",""bairro"":""Estados"",""cep"":""89130-000"",""cidade"":""Indaial"",""estado"":""SC"",""simulation"":""simulacao_girassol_2026_csv"",""createdAt"":""2026-07-05T02:36:48.031Z"",""updatedAt"":""2026-07-05T02:36:48.031Z""}"
"pessoas","91000116220","{""id"":""91000116220"",""cpf"":""91000116220"",""nome"":""Henrique Goncalves Schmidt Teste"",""nomeNormalizado"":""henrique goncalves schmidt teste"",""nascimento"":""1971-11-02"",""genero"":""Masculino"",""telefone"":""(47) 98262-2162"",""endereco"":""Rua Sao Jose"",""rua"":""Rua Sao Jose"",""numero"":""1242"",""bairro"":""Nacoes"",""cep"":""89010-000"",""cidade"":""Blumenau"",""estado"":""SC"",""simulation"":""simulacao_girassol_2026_csv"",""createdAt"":""2026-07-05T02:36:48.031Z"",""updatedAt"":""2026-07-05T02:36:48.031Z""}"
"pessoas","91000116301","{""id"":""91000116301"",""cpf"":""91000116301"",""nome"":""Luciana Krause Silva Teste"",""nomeNormalizado"":""luciana krause silva teste"",""nascimento"":""1972-12-03"",""genero"":""Feminino"",""telefone"":""(47) 98263-2163"",""endereco"":""Rua das Palmeiras"",""rua"":""Rua das Palmeiras"",""numero"":""1243"",""bairro"":""Quintino"",""cep"":""89121-000"",""cidade"":""Rio dos Cedros"",""estado"":""SC"",""simulation"":""simulacao_girassol_2026_csv"",""createdAt"":""2026-07-05T02:36:48.031Z"",""updatedAt"":""2026-07-05T02:36:48.031Z""}"
"pessoas","91000116492","{""id"":""91000116492"",""cpf"":""91000116492"",""nome"":""Marcelo Lima Souza Teste"",""nomeNormalizado"":""marcelo lima souza teste"",""nascimento"":""1973-01-04"",""genero"":""Masculino"",""telefone"":""(47) 98264-2164"",""endereco"":""Avenida Central"",""rua"":""Avenida Central"",""numero"":""1244"",""bairro"":""Das Capitais"",""cep"":""89120-000"",""cidade"":""Timbo"",""estado"":""SC"",""simulation"":""simulacao_girassol_2026_csv"",""createdAt"":""2026-07-05T02:36:48.031Z"",""updatedAt"":""2026-07-05T02:36:48.031Z""}"
"pessoas","91000116573","{""id"":""91000116573"",""cpf"":""91000116573"",""nome"":""Patricia Muller Weber Teste"",""nomeNormalizado"":""patricia muller weber teste"",""nascimento"":""1974-02-05"",""genero"":""Feminino"",""telefone"":""(47) 98265-2165"",""endereco"":""Rua Pomerode"",""rua"":""Rua Pomerode"",""numero"":""1245"",""bairro"":""Padre Martinho"",""cep"":""89130-000"",""cidade"":""Indaial"",""estado"":""SC"",""simulation"":""simulacao_girassol_2026_csv"",""createdAt"":""2026-07-05T02:36:48.031Z"",""updatedAt"":""2026-07-05T02:36:48.031Z""}"
"pessoas","91000116654","{""id"":""91000116654"",""cpf"":""91000116654"",""nome"":""Rafael Oliveira Almeida Teste"",""nomeNormalizado"":""rafael oliveira almeida teste"",""nascimento"":""1975-03-06"",""genero"":""Masculino"",""telefone"":""(47) 98266-2166"",""endereco"":""Rua da Igreja"",""rua"":""Rua da Igreja"",""numero"":""1246"",""bairro"":""Encano"",""cep"":""89010-000"",""cidade"":""Blumenau"",""estado"":""SC"",""simulation"":""simulacao_girassol_2026_csv"",""createdAt"":""2026-07-05T02:36:48.031Z"",""updatedAt"":""2026-07-05T02:36:48.031Z""}"
"pessoas","91000116735","{""id"":""91000116735"",""cpf"":""91000116735"",""nome"":""Simone Pereira Bauer Teste"",""nomeNormalizado"":""simone pereira bauer teste"",""nascimento"":""1976-04-07"",""genero"":""Feminino"",""telefone"":""(47) 98267-2167"",""endereco"":""Rua Sete de Setembro"",""rua"":""Rua Sete de Setembro"",""numero"":""1247"",""bairro"":""Divineia"",""cep"":""89121-000"",""cidade"":""Rio dos Cedros"",""estado"":""SC"",""simulation"":""simulacao_girassol_2026_csv"",""createdAt"":""2026-07-05T02:36:48.031Z"",""updatedAt"":""2026-07-05T02:36:48.031Z""}"
"pessoas","91000116816","{""id"":""91000116816"",""cpf"":""91000116816"",""nome"":""Tiago Ribeiro Cardoso Teste"",""nomeNormalizado"":""tiago ribeiro cardoso teste"",""nascimento"":""1977-05-08"",""genero"":""Masculino"",""telefone"":""(47) 98268-2168"",""endereco"":""Rua das Flores"",""rua"":""Rua das Flores"",""numero"":""1248"",""bairro"":""Centro"",""cep"":""89120-000"",""cidade"":""Timbo"",""estado"":""SC"",""simulation"":""simulacao_girassol_2026_csv"",""createdAt"":""2026-07-05T02:36:48.031Z"",""updatedAt"":""2026-07-05T02:36:48.031Z""}"
